key,T,C,A,CIEP
08,,lart vipi(al),amrs-petrunismrarntmrs-pinismrlartmrs-vipismrluscemr-lariss,15911
09,,larth(i)alisa lart velara,amrs-vetnismr-lartvelaramrs-larthis-daughtershusbandmr-lartvelara,15911
11,,arnza,amrs-setmnismrlittle-arnthmrs-felsnisdaughters-husbandmrsvelthinismr-velluisna,15911
11A,,pumpu,mr-aules-daughters-husbandmr-velpumpumrpruciusmr-aulecelatina,15911
13A,,uslna,mr-luscesmr-veluslnamr-nufres-daughtershusbandmr-lariss,15911
16,,scevas arntlei,amr-petrumr-scevasmrs-arntleimr-petruswife,15911
19A,,cusuthuras,displayedin-mr-cusuthurastombismade-by-myself,15911
20,,thui,arequeststherethe-secondwriting,15911
22,,malec lart cucrina,,15911
24,,arnt luscni(al) arnth(i)al,amr-laus-daughters-husbandand-his-sonmr-arntmrsluscnisand-mrs-arnthis-son,15911
24A,,zilath mechl(um),generaljudge-alsoof-etrvriamr-lariscelatina,15911
25,,lart turmna,amr-little-larthmr-lartturmnamrs-salinismr-larthcelatina,15911
27,,larthusc,aand-his-nephews-alsomrvelchecusumr-aulesdaughters-husbandmrlarthetruscaboth-mr-larths,15911
29,,lart petce,aand-his-sons-alsomr-lartpetcemrs-uslnismr-larisetruscamr-lariss,15911
30,,velthur,aamongst-cucrina-clan-members,15911
31,,cusu usln(i)al,amr-larthsand-mr-lariscusumrs-uslnismr-veletruscamr-velsmrs-larthis,15911
33B,cusual,,mr-aulemrssalinis-daughtershusband,15911
35B,,salini(e)s(c),and--of-mrs-larisiand-of-mr-saliniemraulesslave,15911
37B,,ratm,under-divine-protectionin-thetombof-thesepulchral-inscription-carver,15911
38B,,la(utnitha(s)) velthurus titlni(e)s,of-mr-ulesslaveofmr-velthurof-mr-titlnieof-mr-velthursslave,15911
39B,,celatinas,and-of-mrs-larthiof-mrcelatinaof-mrs-apniof-mrs-larisi-also,15911
1,arnurnlzla,,mr-arnthurnumr-larths,15913
1,,au{ }(l)i aini(al) tursni(alisa),,15916
1,,va(rna),,15920
1,lethialautnithaarnthial,lethia lautnitha arnthial,,15922
3,--astlac----,,,15925
1,arnthnal,arnthn(i)al,,15926
1,th--------------tetinpi,,,15931
1,,v(e)l(ia) ancari(al),,15939
1,{arnuauete},,,15940
1,----tesvesis,,mr-laris,15943
1,,achu,,15947
1,auletluties,,,15950
1,,cavsna(s),,15952
1,,l(ar)th a(rn)th(us),,15957
1,,caine(s),,15959
2,,sentiniatial,,15960
1,,seiathi(al),,15964
1,pusu,,,15966
1,,tutnei(al) alethnasi(alisa),,15967
1,patislani,,,15971
1,ramtha,,,15976
1,,thanas,,15977
1,pinthu,,,15989
1,thania fipinei(al) tutnasa,,,15995
1,,lapthi nanpi(al),,15998
06,sivai,sivai,,15999
09,,folaivsi fokiasiale saith evistho,,15999
1A,mizraies,,,16003
1,zraies,,,16004
1,apl----,,,16016
2,,spuralvchasin,sarcophagusof-the-entire-townon-behalfdid-supervise,16018
3,arnthkaprussax------,arnth kaprus,mr-arnthof-goatsof-tendid-supervise,16018
4,fekkelarisalx------,fek(e)ke alsina,did-paintmr-larisalsinafor-the-sonof-mr-petru,16018
5,eklalthrestasx------,,,16018
1,tins,,for-the-god-jupiter,16019
1,,tiniasi,to-thegod-jupiter,16021
1,,th(urice),,16029
1,un----------,unialsi,,16030
1,----------ni,petruni,,16031
1,artnas,,,16039
1,,patislanial,,16053
1,,l(ar)th(us),,16054
1B,pumpui,,mrspumpui,16058
1,cnevna,cnevna,mr-cnevna,16071
2,sethre,sethre,sethre,16071
3,satna,satna(s),,16071
1,itatinaia--,,,16072
1,----vs,,,16096
1,,ap(c)us,,16099
1,thu,,,16105
2,,tharnai(al) cuislaniasa,,16107
1,vestar--------,,,16108
2,,larcn(i)al,,16110
1,larz,,,16114
1,naiie,,,16115
1B,esle,,,16117
1,cevi,,,16118
2,,vetiai(al),,16120
2,talisnai,talisnai(al),,16121
2,cutnei,cutnei(al),,16123
2,rai--------,raipethnial,,16124
1,,pepn(i)al,,16128
1,--------anthialchurchu,,ims-aranthis,16137
2,sm----------,,mr-churchus,16137
3,nisauchulin------,,,16137
1B,faltu,,,16138
1A,mivene,mi,,16139
1B,uspleras,,mr-venel,16139
1,mi------------thece,,imr-arnth,16140
1A,miven,,,16142
1,,ceisaries,,16146
1,patlnal,patln(i)al,,16147
1B,afates,afates,of-mr-afate,16149
2B,tretneal,tretne(i)al,,16149
03,larthalp,,ms-larthisp,16150
10,lenetm,lenetm,lenetm,16150
14,thchplfslpthlam,thchplfslpthlam,thchplfslpthlam,16150
25,selieifcle,selieifcle,selieifcle,16150
27,,temame,temame,16150
34,renethichfulum,renethich fulu,renethichfulufor-mrmarce,16150
1,satiesi,,,16152
1,artamasal,artamas(i)al,,16153
1,,artamas(i)al,,16154
2,achui,achui(al),mrs-achuis,16155
3,naries,naries,,16155
1,tlesna papasa,,,16156
2,papanias,papanias,mr-papanias,16157
1,versipinaia,,,16158
1,marisl,,,16159
1A,milarthiia,,imr-larthiias,16160
1B,xachax,,,16160
1,hastiahampnea,,,16165
2,ltruce,,mr-veltruces,16169
1D,,s(eth),mr-seth,16172
1F,,naparsnas,,16172
1,,carcnas,,16174
1,,z(eth),,16180
1,curiunas,,,16184
2,cretnal,,,16184
2B,,cretn(i)al,mrs-cretnis,16184
3,----mtha,,,16184
3B,,----mtha(s),,16184
2,--------ne(s),petine(s),,16187
1A,,nu(ma),,16194
1,sv,sv(lpicii),,16209
1,tatve,,,16211
1A,ps,,pesnas,16214
2A,------ch,------ch,------ch,16216
2B,------na------,------na------,------na------,16216
5B,------an------,------an------,------an------,16216
7A,------chx------,------chx------,------chx------,16216
7B,------th--xc------,------th--xc------,------th--xc------,16216
1A,------rme------,,,16217
1,,tutei(al) cutlisnei(alisa),mr-thanamrs-tuteismrs-cutlisneis-daughtershusband,16220
1A,kainu----,kainuas,of-marzabotto,16222
1B,spural,spural,,16222
1B,lauchume,lauchume,,16225
1B,puxpu,pumpu,,16232
1,------iz,,mr-caie,16235
2,feluz,feluz,,16235
1B,pi,p(upl)i(al),,16238
1A,,v(an)thuv(a)t(i)ki(si),to-the-goddessvanthuvatiki,16242
1B,zichu,,,16242
1,sipinaial,,,16243
1,al,al(ethnas),,16245
1,,a(ul)i,,16248
1A,aa,,mr-aulesthe-fathers-of-the-,16249
1C,aa,,,16249
1,,z(ilch),,16251
1,,r(amthas),,16254
1,xi,,,16262
1,ch,ch(ae),,16266
1,,ciza,third,16269
1A,ch,,,16275
2,,ch,,16275
1A,iiiiii--,iiiiiii,iiiiiii,16292
1B,iiiiiii,iiiiiii,,16292
1,mimanilesthavfanaeiminipica----,,,16296
2,rechlu,rechlu(s),,16302
1,alnei,,,16303
2,seimes,,,16305
1,rpethna--,,mr-ramthamr-pethnas,16306
3,ecui,ecui(l),,16309
2A,sethanal,,mr-sethanas,16310
3,,tinial,,16312
2,li,,,16325
1,lartcani,,,16326
1,--------ecaupn--------na--,,,16332
1A,,vi(pies),uppermr-vipies,16340
1,,vi(pies),,16344
1,marunas,,,16367
1,ramt--,ramta,,16369
1,ramta,,,16370
1,----snui,tusnui,,16371
1,--etu,,,16374
1,zipie,,,16375
1,,eizial,,16379
1A,,ratra,he-makes-the-preparations,16380
1C,flar,flar(a),,16380
1,vetania,vetania,mr-vetania,16395
0,n--n,,mr-nun,16396
2,,thaich,,16399
1,------a--ithm------,,mr-caearithma,16402
1,lartiatusnui,,,16404
1,elevthe,,,16405
2,roscaesen,,mr-eleutheros,16405
2,creste,creste,creste,16407
1,geracia,,mr-geracius,16409
2,,s(e)x{s}(ti),mr-sextusssonmrs-anisson,16409
7,vx,vx(or),,16410
1,,ii,quintus,16419
2,,recessa,recessa,16422
3,------lv,lv,,16430
1,,ravnthu(s) ril,,16431
1,,l(ibertvs),mr-marcusaeteius--ms-caiasfreedman--,16433
2,nisiav,,dionisiashe-lived,16439
4,,xl,,16443
1,,netia,ms-netia,16446
2,,alethna,,16448
1,,c(aii),cqvintivsc,16451
1,,spvrinnia,ms-spurinnia,16455
1,,domatia,ms-domatia,16460
2,athens,,,16466
1,,comavia,ms-comavia,16467
2,----licvla,,felicula,16467
1,,vipinanei,mr-vipinanei,16469
2,ravnthu,ravnthu(s),,16469
1,,savras,,16471
1,,arntles,of-mr-arntle,16474
2,lsvalcea,,mrs-titishe-livedforyears,16474
2,,a(nnos),mr-aulusssonhelivedfor-years,16476
1,lcais,,mr-luciuscaisennius,16477
2,larthalisa,larth(i)alisa,mrs-larthis-sons-wife,16478
3,v----a---lx,,,16482
1,aprithn----,aprithnas,of-mraprithna,16484
1,petrui,petrui,ms-petrui,16485
2,ramtha,ramtha(s),mr-ramthas,16485
3,atanial,atanial,,16485
1B,,custavial clen(u)s,,16486
1,tusnui,tusnui,ms-tusnui,16488
1,aninas,,of-mr-anina--,16493
2,,a(nnos),mr-luciussdaughtershe-livedfor-years,16497
1,arnth,arnth,mr-arnth,16499
2,ravnthus,,,16500
1,,maceri(e)s larthial,,16502
1,,tetnies,,16505
1,,c(aii),mr-caiuslatiniusaiaxmrcaiuslatiniussfreedman,16509
1,,p(vbl(i)i) mitvle(i)i,of-mr-publius,16515
1,,t(iti) hatil(i)i c(a(i)i),of-mr-titushatiliusphilodemosmr-caiuss,16516
1C,venos,venos,,16523
1A,,ferecele,theherohercules,16524
1B,------ia,,thegodjupiter,16525
1D,menr----,menrva,,16526
2,broccevs,broccevs,,16534
1,,olsad(i)i,of-mr-aulus,16535
4O,ikuvini,,of-the-town-of-gubbio,16540
1O,ik,,of-the-town-of-gubbio,16553
4,maronatei,maronatei,within-their-priestly-magistracy,16556
4L,,maronatv,,16556
1,afaltrutnisdun,,mr-afalathe-divinating-man-ofthunderbolts,16597
2,um,,,16597
6A,in tvderte,,arrange-didset-up-didtoo,16598
7A,utiknos,,mrkoisistrutiknos,16598
1,larnei,larnei,ms-larnei,16599
1,thaleiviaimakrake,,mr-thanaleiviaimathe-greek,16600
1,nu,nuran,,16603
1,vechetiauraeiachn,vecheti auraei(al) achn(us),,16605
1,,v(a)riau,,16606
3,al,,mrs-erucis,16607
2,abbthnarfnia,abbthnarfnia,abbthnarfnia,16612
3,asasaiassthn,asasaiassthn,asasaiassthn,16612
4,tthaelbarpnab,tthaelbarpnab,tthaelbarpnab,16612
2,plece,,,16616
05A,ahatrunie,,,16617
2A,,ferinties,ferinties,16617
5A,afatrunie,afatrunie,,16617
7B,,ferintie,ferinties,16617
1,kastur,,thegodcastor,16618
3,melakre,,meleager,16618
2O,suthina,suthina,,16619
1C,menele,,menelaos,16622
1D,aithra,,,16622
1C,nevtlane,,,16626
1C,polovces,,thegodpollux,16634
1A,urste,,orestes,16636
1B,metua,,medea,16636
1D,vanth,,,16636
1B,menrva,menrva,,16638
1B,wenrva,{w}<m>enrva,thegoddessminerva,16640
1A,anchas,,anchises,16641
1A,velparun,,elpenor,16643
1B,cerca,,thewitchcirce,16644
1C,uthste,,,16644
1,,taseo,,16647
1A,,pilonicos tase{io}<oi>,pilonicostaseossson,16647
1C,ferkle,ferkle,theherohercules,16648
1D,iipiur,,theboyshepherd,16648
1E,nalv,nalv,absvrdvmnalv,16649
1A,evzicle,,eteocles,16650
1B,fulnice,,,16650
1D,aercet,,,16651
1B,,ziumite,theherodiomedes,16652
1C,,m(en)er(v)a,thegoddessminerva,16653
1D,,elach(santre),,16653
1,,fercle,,16654
1A,menerea,,thegoddessminerva,16655
1A,senerea,{s}<m>enerea,thegoddessminerva,16656
1B,ferse,ferse,,16656
1A,thethisi,,thegoddessthethis,16657
1A,ferecele,,theherohercules,16658
1B,mlacuch,,,16658
1,ferkole,,thegoddessminerva,16659
1,thesan,,,16662
1A,--tu--e,utuse,theheroulysses,16665
1B,,menle,menelaos,16665
1C,--lutmsta,clutmsta,clytemnestra,16665
1B,thaina,,thegoddessyouth,16666
1C,thanr,thanr,thegoddessthansuri,16666
1D,turan,turan,,16666
1A,,ferse,theheroperseus,16670
1C,zetun,zetun,,16670
1A,,malavisch,theactoftheadorningofthebride,16671
1D,theth--s,,thegoddessthethis,16671
1B,zipanu,zipanu,,16673
2B,,zipanu,,16673
1A,rans,,rans,16675
1B,raitavi,raitavi,,16675
1A,laran,laran,thegodmars,16678
1B,fuflun--,fufluns,thegodbacchus,16678
1C,----thlans,sethlans,thegodvulcan,16678
1B,turan,turan,thegoddessvenus,16679
1C,leinth,leinth,theanonymousasexualdivinitydenizenleinth,16679
1D,marisfalna,,your-toddler-son-mars,16679
1E,marisfusrnana,,your-new-born-baby-son-mars,16679
1F,recial,recial,,16679
1A,----uche,,,16681
1B,urusthe,,,16682
1C,urfea,,,16683
1A,echse,,alcestis,16684
1B,lmaile,{l}<u>maile,,16684
1,st,st(eprnies),,16685
1,,asna,,16686
2,la----tnisa,,,16689
1,,suthina,,16690
1,vatl,,the-town-of-vetuglia,16691
1,vetl,,the-town-of-vetuglia,16692
1,,v(etl),,16694
1B,pupla,pupl(un)a,the-town-of-populonia,16696
1B,--upluna,,the-town-of-populonia,16699
1B,--up--u,puplu(na),the-town-of-populonia,16701
1B,tla,tla(suna),thetownoftelamone,16724
1B,tla,,thetownoftelamone,16725
1,tlasuna,,,16730
2,,urste,orestes,16749
4,,clutmsta,clytemnestra,16749
5,,charun,thegodcharon,16749
1,afnas,,,16754
1,,supen(as),thepurposeofthelargeaccuratelyscratched,16755
1,etvpaznra,,,16761
1B,flfllns,f{l}<u>fl{l}<u>ns,thegodbacchus,16766
1B,leiun,,thegodfathersaturn,16767
1C,aplu,,aplu,16767
1B,kasutru,,thegodcastor,16768
1C,chaluchasu,chaluchasu,thegodtalos,16768
1D,pulutuke,,thegodpollux,16768
1B,euturpa,euturpa,themuseeuturpe,16769
2,,ep(i){e}<u>r,,16770
1,utuze,,,16771
1,fela,,,16774
2,--pu,,,16776
1,,vacnith(i)al,,16779
1,cresmie,,,16782
1,,serturies,,16785
1B,akrathe,,,16792
1A,leinth,,theanonymousasexualdivinitydenizenleinth,16794
1B,puria,,perhapstheherdsmanperhapsnamedpuria,16796
1,tarchnas,,,16800
1Q,,ma,,16801
1,ilaun,,,16809
4,as,,satnas,16810
1,,velea tinsiu(s) nale(ia)l,,16811
1,mantheate,,,16812
1,larcivechane,,,16815
2,ciantipretelial,,,16816
1B,ellan,ellan,skull,16818
1,tins,,of-thegod-jupiter,16824
2,filari,filari,by-these-urns,16824
3,tular,tular,,16824
1,,poc{o}<v>l{o}<v>m,,16834
1A,aripa,,,16838
1,arika,,,16839
1,el,,,16840
1,sni,s(empro)ni,,16845
2,,i<i>fa,,16847
5,,ev(a)s,mr-evas,16847
1,chl,,,16859
1,ar,,mr-arnths mr-arnth,16860
1,utt,,,16863
1,,sp(ur)i,,16865
2A,,ch(ae)s,mr-chaes,16866
2B,,ch(ae)s,,16866
2,ateuze,,,16869
1,u-l,,,16871
1,ap,ap(ie),,16877
1,arusanial,,,16879
2,wspe,,,16887
1,epias,,,16888
2,,z(elc)u,,16890
01,ssr,,,16897
02,nthn,,,16897
03,ee,,,16897
04,tipii,tipii,,16897
05,vaatii,vaatii,,16897
1,,euael,,16898
1,,reenthss,,16899
2,tippe,ti{p}pe,,16899
1,,fercle,theherohercules,16934
2,menrva,menrva,thegoddessminerva,16934
3,tusan,tu{s}<r>an,thegoddessvenus,16934
4,aplu,,thegodapollo,16934
1B,uthste,,theheroulysses,16935
1D,talmithe,,,16935
1B,evrfia,,,16936
1,cusiach,,,16940
10,sirtir,,,16950
1,peitesa,,,16953
1,,a(reuizie),the-town-of-arezzo,16954
1,,p(eithesa),,16955
1A,marisnusta,,youronetimelittlesonmarsbecomeayoungadultorbeardedteenagergodmars,16999
1F,laran,laran,,16999
1A,aplun,,mr-la-laris,17000
1B,lala,,,17000
1A,menrrva,,the-goddess-minerva,17001
1B,aplu,aplu,,17001
1B,munthuch,,themaenadattractiveness,17002
1C,finthial,,finthial,17002
1E,zipz,,,17002
1A,turan,,thegodvenus,17003
1B,avun,,,17003
1A,ap--u,,thegodapollo,17008
1C,fercle,fercle,,17008
1A,munthu,munthu(ch),themaenadattractiveness,17011
1A,meneructh,,meneructh,17014
1B,ferchle,,,17014
1A,mirqvrios,,thegodmercury,17015
1B,alixentrom,,,17015
1A,sesla,se{s}<m>la,thegoddesssemele,17016
1B,fufluns,fufluns,thegodbacchus,17016
1C,apulu,apulu,,17016
1B,menarva,menarva,,17017
1B,tuntle,,tyndarus,17018
1C,latva,,,17018
1A,rathmtr,rathmtr,rhadymanthus,17019
1B,--u--a--,turan,thegoddessvenus,17019
1B,salavisch,,thegoddessreflectionofbeauty,17022
1C,reschualc,reschualc,,17022
1A,evas,,thegoddessdawns,17027
1A,achlae,,therivergodakheloios,17028
1A,felenaia,,helena,17029
1B,fufllns,fufl{l}<u>ns,thegodbacchus,17029
1C,,ariatha,,17029
1A,sipna,sipna,zipunuthegoddessofbrides,17033
1B,alpnu,alpnu,theinvisibleguardianangelpersonifyingabridesobediencetoherhusband,17033
1D,thalana,thalana,,17033
1B,achuvitr,,oneofthedivineloves,17034
1C,alpanu,alpanu,theinvisibleguardianangelpersonifyingabridesobediencetoherhusband,17034
1D,tipanu,,,17034
1B,itinthni,itinthni,themanfromaegina,17035
1B,thesan,thesan,thegoddessthesan,17038
1C,tinthun,tinthun,tithonus,17038
1D,la--a,,,17038
1C,ziumithe,,theherodiomedes,17039
1D,cletithe,,,17039
1A,atlnta,,atalanta,17042
1,easun,,,17043
1B,elineei,,,17045
1A,tritun,,theseagodtriton,17047
1B,alaiva,,,17047
1,,s(ethra),,17050
1A,fipece,,,17053
1,,fercele,,17054
1,epn,,,17056
1A,ths,,mr-thanas,17057
1B,evas,evas,thegoddessdawns,17058
1,puci,,,17061
1,sceth,,,17062
1,stenule,,,17063
2,,tarntharcna,tarntharcna,17073
1B,,pecse,,17074
1,nvneril,,mr-numeriusnerilius,17079
1,,icurcsiu,,17080
1,tru,,,17083
1,mifurtinas,,,17084
1,enearcna,,mr-ene,17088
2,lisa,lisa,,17088
1,----manuithanchviu,,,17089
1,,iv,,17090
1,,ka,mr-ka,17093
2,ic,ic,,17094
1,ociko,,,17095
2,,cik,,17095
2,nilai,,,17097
1,fau,fau,fau,17101
2,zlrtp,zlrtp,zlrtp,17101
3,srth,srth,,17101
3,,pensatorix,,17105
1,,z(ilc)e,,17112
1,,t(an)a(s),,17118
1,,k(ra)th(e)s,,17123
2B,,l(ibra),,17135
1,caispaizvariens,,mr-caisvariensmr-paizvariens,17137
2E,,ainpu,,17138
5,,aeiu,,17138
2,------imama------,------imama------,,17146
1A,poloces,poloces,thegodpollux,17152
3A,losna,losna,,17152
1B,marsvas,marsvas,thesatyrmarsyas,17153
1A,------la,{------la},thegoddesssemele,17154
1B,,<apulu>,thegodapollo,17154
1C,,<fufluns>,,17154
1,ar,ar(vntis),,17155
1A,hiaco,,,17156
1B,to--dofos,tondo{f}<r>os,,17157
03,hebae,hebae,of-magliano-in-toscana,17159
07,,d(e),gavefromhisown-privatemoney,17159
1A,kvri,,tothe-goddess-ceres,17161
2B,romanom,,,17180
3A,romanom,romanom,,17181
5A,,n(vmmvs),,17181
1B,(protomes,,,17219
1,,------mitao o---- io,------mitaoo----io--------------,17226
2,poiouefa,iorkes iepeten esmen,oromiorkesiepetenthisecusinfraeliomrufrasimpoiouefa,17228
3,,iokipedu,iokipedupdufemokrikamenetbie,17228
4,,velaimes staties kduiuo,,17228
1A,,------imeh lufaniom arkren,------imehlufaniom,17229
3,ecwnlii,,,17231
01B,------------it--t,------------it--t,------------it--t,17253
03B,------------ma,------------ma,------------ma,17253
08B,------------acro,,----------by-a-sacred,17253
10B,------------idil------,,being-the-,17253
2A,,castv{d},the-god-jupitersin-a-,17253
2,,condetios,mr-publioscondetiosmr-,17259
12,,alternei,the-gods-of-the-cropperone-,17260
1A,olpem,olpem,-oil-flask,17261
1B,acpluisa,,mrs-acupluis-daughtershusband--,17261
05,----------cnatois,,,17262
1,,p(vblis) clodis c(ai),,17263
3,,anavis,mr-lucisanavismr-luciss,17264
3,esmen,esmen,hic,17267
1,titienom,titienom,titiorvm,17268
2,--a------------------------s,--a------------------------s,,17268
1,a--siesesum,,,17269
1,,sidom,sidomsabinvshiceselsitte,17270
2,,tistrui,povaisispidaitupasfitiasommufqlum,17270
1B,,nerf,nerfpe,17271
1,ulugerna,,,17273
2,otacila,otacila,ms-otacila,17276
3,acai,acai,,17276
1,licnia,,ms-licnia,17278
1,cacilia,cacilia,ms-cacilia,17279
3,cacilia,cacilia,mr-cacilia,17279
02,,{dv}<b>onor{o}<vm>,,17286
05,,h{e}<i>c,,17286
02A,,pr(aitor) q(vaistor),generalsupervisor-of-public-buildingsentitled-by-rank-to-the-use-of-the-,17287
02B,,tibei,to-youi-recommendthatalways,17294
09A,,seic rhodine,likewisems-rhodinein-the-,17294
1B,,hercolei,to-the-hero-hercules,17296
2B,,sacrom,this-sacred-dedication,17296
1,riuties,,,17297
1,,fovrio c(aii),mr-marcusfuriusmr-caiusssontribune,17299
2,,de praidad,representing-the-soldiersgave-itto-the-god-marsfrombooty,17299
2,,de praidad,representing-the-soldiersgave-itto-the-goddess-of-good-fortunefrombooty,17300
1,,fovrio,for-mr-quintusfouriusmr-aulussson,17302
1,fovrio,,mr-fourius,17308
2,,c(a(i)i),mr-marcusssonmrs-caias,17308
1,aricin,,,17309
1A,oinomavos,,oenomauskingofpisaingreece,17310
1C,melerpanta,,,17310
1A,s) micos,s) micos,mr-micos,17311
1B,aciles,aciles,theheroakhilleus,17311
1D,fercles,fercles,theherohercules,17311
1E,,diesp(i)t(e)r,thegodjupiter,17311
1G,s) mircvrios,s) mircvrios,thegodmercury,17311
1H,iacor,iacor,thegodbacchus,17311
1D,oinvmama,oinvmama,onebreasttheamazonian,17312
1E,acses,alses,thegodalsesofthesacredgroveontheelysianislandofleukeintheblacksea,17312
1F,alixentr----,alixent<r>a,alexander,17312
1G,ateleta,ateleta,atalanta,17312
1H,alsir,alsir,thegoddessvenus,17312
1I,felena,felena,helenalabelledsoonthebox,17312
1K,avlena,avlena,,17312
1,,apolonei,to-the-god-apollomr-caios,17313
2B,acvino,,of-the-people-of-,17318
2,,tuv(tiks),leadercivilianof-civitelladinesce,17323
3,,hereklei,to-the-hero-hercules,17323
2A,,feli(x),the-fortunatesenate-houseof-thefull-brothers-and-sisters,17326
1A,therpaiathei,,ex----pagth--andthnethpap,17327
3B,apthp,apthp,apthp,17327
4B,zirdu,zirdu,,17327
1L,,veliternorvm,,17328
3,poimvniez,,the-god-pomonuss,17329
