,ID,City,Year - From,Year - To,Etruscan,Translation,key
2670,7125,,,,thansi(al) thansi(e)s,,1
2671,7126,,,,velus(a),mr-veltlesnamr-clatesmr-vels-daughters-husband,1A
2674,7135,,,,metelial,,1
2675,7137,,,,letheu(sa) au(lialisa),,1A
2676,7137,,,,teperial,mrs-teperis,2B
2677,7140,,,,pesnas kathles,,1
2680,7147,,,,atain(i)al thansi(e)sa,,1
2684,7155,,,,palmena,,1
2690,7178,,,,precnaitus,,2
2692,7183,,,,veu(lthe),,1
2705,7203,,,,erapi(al),,3
2710,7222,,,,capsn(i)al,mr-thanaslaveof-ms-capsni,1
2711,7222,,,,eplesa,,2
2713,7225,,,,arnthi susie(s) percumsn(i)al,,1
2714,7226,,,,venel(us) tamsnies an,mr-veneltamsnieshethe-leaderofthe-templeofthegoddesstansuriwasat-cerveteriadoptedsonof-mrs-larisimr-tamsniesmrs-arusmnsson,1
2716,7228,,,,thsinpinurch,the-collegeof-the-examinationof-the-entrails,4
2718,7229,,,,zilc(as)i ceisiniesi,to-the-headmanmr-ceisinieand-to-mr-vel,1
2719,7229,,,,ti thunis,at-the-cemeterythunisrensthe-caretaker-of-publicworks------,5
2720,7229,,,,ar(ath) ilthcvav tenatha--------,at-the-altaron-the-offering-daythe-caretaker-of-publicworks--------,7
2721,7240,,,,a(rn)th larce mutin(i)al,,1
2722,7241,,,,------ncte------,------ncte------,2
2725,7246,,,,arnthunas l(a)r(isus) l(a)r(isusa),mr-arnthunaslarismrlariss-daughters-husband,1
2729,7254,,,,mi falai[e]<a>l,,2
2731,7263,,,,micanias,,1
2732,7267,,,,terchunas,mr-terchunas,1
2733,7271,,,,fla(ves),,1
2734,7273,,,,rav(nthus),,1B
2743,7289,,,,elinai,helena,1B
2746,7295,,,,calanic(e),,1
2747,7296,,,,lart(us),mr-lartsmrs-cilnismr-vels-daughtershusband,2
2754,7311,,,,ceisu,,1
2755,7323,,,,arntni(e)s,,1
2757,7326,,,,r(am)th(ia)l,,1B
2760,7331,,,,l(ar)ch,,1
2762,7359,,,,z(ethras),,1
2764,7383,,,,aeser,,1
2765,7404,,,,thania veltsnei(al) larth(i)alisa armni luesnas,,1
2766,7407,,,,veltsna(s),,1
2767,7409,,,,zevesu,mr-lariszevesu,1A
2771,7417,,,,c(amerasa),mr-velcameras-daughtershusbanda-soldierthree-times,3
2773,7419,,,,razure,,2
2780,7432,,,,chechan,,1
2781,7435,,,,selvans(ia)l(si),,2
2784,7440,,,,as,,1B
2787,7443,,,,di,,1
2800,7469,,,,cver,,3
2802,7471,,,,p(upli)a,,1
2803,7480,,,,pa(chanasi),,2
2804,7486,,,,v(elsna),velsna,2
2805,7486,,,,p(arace),struck-the-coin,3
2806,7488,,,,tunas,,1
2809,7514,,,,e(chatna),,1B
2815,7540,,,,e(chatna)s,,2
2820,7549,,,,chechanar,the-members-of-the-family-ofmr-chechana,1
2821,7551,,,,zeke kisnee fek{i}<e> la(u)t(nitha),,02
2822,7551,,,,zichuchez,,06
2823,7551,,,,zeke kisnee fek{i}<e> la(u)t(nitha),incised-it-didmr-kisneemadeit-didthe-slave,08
2824,7551,,,,mataliai,ms-mataliai,11
2832,7633,,,,a(u)l(es),,1
2833,7646,,,,mi vetale,,1
2840,7669,,,,cleusinas,of-mr-cleusinalaris,1
2842,7672,,,,a(ul)e cultce,,1
2853,7680,,,,elach(santre),alex,1A
2854,7680,,,,m(en)er(v)a,thegoddessmera,1C
2855,7681,,,,elaschantre,,1A
2865,7714,,,,lovcilia,,2D
2867,7718,,,,femnas,,2
2868,7719,,,,a(rn)th mu{ }su,,2
2888,7768,,,,an(i)al,,1
2889,7770,,,,------svalce------,------he-lived-for------,2
2891,7773,,,,(finthial,,1
2892,7774,,,,li,,2
2893,7776,,,,larthai(al),,2
2894,7779,,,,nania,,1
2897,7791,,,,talami,,1
2898,7791,,,,thealiunea,palamedes,2
2900,7792,,,,vi(k)toria,thegeniusmean,1C
2904,7802,,,,---------------------- tence,----------------------he-rendered-ashe-had-vowedin-his-magistracyas-headman------------,2
2905,7802,,,,------------ nethsrac,------------of-entrailsinterpretations-tooravlath,3
2906,7803,,,,atial zilcti,----------cof-his-motherin-hismagistracy-as-headmanof-littletarquiniaof-the-townfasci,2
2907,7804,,,,----cs----------------,,3
2911,7825,,,,sethrna,,1
2912,7829,,,,harispex,,2
2914,7831,,,,iarnea,,2
2916,7832,,,,ve(l)osai,mrs-velosas,3
2917,7834,,,,th(an)ch(vilus),,1
2919,7841,,,,velfras,of-mr-velfra,1
2920,7841,,,,ne(tsvis),inspector-of-entrails,3
2921,7843,,,,mi malana,ia-mirrormr-larthiiamr-caviespuriies,1
2922,7849,,,,mi satharase,,1
2925,7864,,,,runas,,1
2926,7866,,,,cencunias,,1
2930,7872,,,,c(a)i,,1
2932,7876,,,,ra(mtha),mr-ramtha,1A
2935,7889,,,,u(chuia)l,,1
2937,7901,,,,at{i}ia{l}l,,2
2943,7935,,,,veluthurus,,1A
2944,7936,,,,{n}<m>i n(um)a(s),,1
2945,7937,,,,piuthnei sektalui(al),,1
2947,7938,,,,co(r)v(ncanii),mr-petruscoruncanius,2B
2949,7946,,,,menrva,thegoddessminerva,1C
2953,7947,,,,zilci la(r)th(es,lapeour-chieftainmr-larthsson,09
2957,7950,,,,karkus,do-notme-my-very-own-selfputto-use iimr-karkus,1A
2963,7969,,,,s{----}(ethres),,1
2965,8000,,,,sp(urie),,1
2969,8024,,,,septimios,,1
2970,8027,,,,ar(ntos),,1
2971,8028,,,,a(rntos),,1
2973,8032,,,,e(cnatnas) a(ulesa),,1
2974,8033,,,,ac(os),,1
2975,8036,,,,mercvi,mercuoss,2
2977,8037,,,,mercvi,mercuos,2
2979,8038,,,,mercvi,mercuoss,2
2980,8038,,,,efiles,,3
2981,8039,,,,efiles,,3
2984,8070,,,,cafi,,3
2985,8071,,,,cafi,,2
2987,8075,,,,filea,,2
2989,8079,,,,soaid,,3
2990,8079,,,,arcentelom hvteilom,the-little-quantity-of-silverinvainyou-have-preparedmay-yougive,5
3000,8168,,,,thanacvil(a),,1
3002,8177,,,,calinos,mr-calinos,1
3003,8177,,,,rezo,,2
3011,8214,,,,creicos,,5B
3012,8214,,,,vatr,,6B
3013,8214,,,,onios,,7B
3015,8216,,,,cail(io),,2
3016,8220,,,,herzinia,,2
3019,8223,,,,anelia,of-mrs-anelia,2
3020,8224,,,,reicia,reicia,2
3023,8226,,,,saxoli,mr-reios,1
3026,8229,,,,tisos,,2
3029,8232,,,,maxomo,,2
3031,8237,,,,fafarpi,mr-fafarposs,2A
3032,8237,,,,caiso,,2B
3035,8243,,,,voltos,,1B
3036,8243,,,,lepvia,,2A
3039,8246,,,,livesioi,,2
3040,8248,,,,le(on)a,,2
3041,8249,,,,mesio,,2
3043,8250,,,,ivneo,,2
3045,8251,,,,ivneo,,2
3048,8256,,,,holoni,holonos,2
3050,8267,,,,veltor,,1
3054,8273,,,,caviacve,,1
3056,8274,,,,io,,2
3059,8281,,,,fafarpios,mr-fafarpios,1A
3061,8284,,,,xiiin,,1
3067,8305,,,,v(oltios),,1
3070,8332,,,,mecio a(vloi) (f(ileo)),for-mr-caiosmeciosmr-aulossson,1
3072,8333,,,,t(itos) p(oplios) c(aii),thefuriceniimr-caiosmr-titosmr-popliosmrcaiossons,1
3074,8334,,,,leviis,with-mr-luciusleviusmr-,14
3075,8340,,,,cotena la(rtis),mr-larscotenamr-larsssongeneralaccording,2
3076,8340,,,,zenatvo,to-the-senatesresolutionvowed,3
3077,8340,,,,cvando,did-givewhengivencorrectly,4
3078,8341,,,,magistreis,this-giftdid-giveto-their-masters,3B
3079,8345,,,,ma(r)ci aca(r)celini vxo(r),mr-marcosacarcelinosswife,2A
3082,8347,,,,maxomo,maxomos,2
3083,8357,,,,fvlczeo,,2
3084,8358,,,,folcozeo,folcozeos,2
3085,8358,,,,zextoi,mr-zextoss,3
3087,8359,,,,poplia,of-mrs-poplia,3
3088,8361,,,,lovsitoi,lousitoss,3
3089,8361,,,,fileo,,4
3093,8378,,,,zervatronia,,3
3095,8383,,,,ni(nie),,1
3096,8383,,,,p(oplios),,1
3097,8383,,,,ch(ae),,1
3099,8383,,,,decimos,mr-decimos,1A
3101,8384,,,,murenez(a),,3
3106,8397,,,,volteo,,2
3107,8398,,,,voldeo,,2
3114,8428,,,,senthia,,1
3119,8457,,,,tif(erios),,1
3120,8461,,,,panvr(o),,2
3123,8466,,,,s(extos),,1B
3125,8477,,,,d(ecimos),,1
3126,8509,,,,a(vlos),,1
3127,8527,,,,f(avstos),,1
3130,8543,,,,t(itos),,1
3131,8548,,,,ivnai,,1
3132,8560,,,,iixc,,1
3134,8571,,,,e(cnatios),,1
3135,8575,,,,cvintos,,1
3137,8586,,,,ka(ia)l,ms-kaies,5B
3138,8588,,,,larthialisa,,2
3139,8598,,,,ti(ti),sonsmr-titossgrandsonsfromspoils,2
3140,8599,,,,fa(bricandvm),having-givenof-their-ownmoneythe-building-ofsupervised,2
3141,8600,,,,a(vlos),mr-aulos,1A
3144,8613,,,,mi mulu,,1A
3148,8616,,,,menar{er}va,,1D
3155,8620,,,,menar{e}va,thegoddessminerva,1A
3163,8632,,,,e(cnatna),mr-ecnatna,1
3165,8682,,,,vacil(ir) sipir(si),---------------------------------------erifourthreelibationsonbehalf-of-the-dealersof-ointments,08
3166,8682,,,,rizile savlasies(i) vacil,and-threevictimsto-be-broughtofferthema-libationas-beforebeforethe-sun-priest--------------,09
3167,8682,,,,vacil,givinga-lambto-be-presented,10
3168,8682,,,,rac snuzain te{e}th{r}amaithic,in-the-morningcalvesfourto-behandledon-the-altaranofferingthose-thingsfor-the-offeringutensilsand-at-the-gatewayofveiothe-sun-god-cathas,14
3169,8682,,,,vacil(ir) ia,he-offersin-the-right-waythreebullssuitableyouthfulwill-beofferedhereas-ceremonial-,16
3170,8682,,,,apirase unialthi,will-be-offeredon-the-utensilaltaran-offeringas-libationsspilled-wineat-the-festival-ofthe-god-father-saturnofferedwill-beas-libationsspilled-winethe-altarthis-onehere,17
3171,8682,,,,epni nunth,by-the-ownerthenoffer-herewith-threeshoutsincense-pieceson-the-altartheseonto-itwinehe-offersto-the-ancestral-fathershe-offersfor-the-ancestral-onesan-offeringas-a-libationthrice,19
3172,8682,,,,rithnai snena nithusc,on-the-sacrificial-tablesome-oilon-the-altarhe-here-offerssomemilkand-into-the-graveof-thegod-calu-god-of-the-deadcalf-offeringsyou-are-burningincenseonthe-slaughter-altaryou-are-bringing-here,20
3173,8682,,,,{e}furialchu,alwaysofferingon-the-offeringdayin-the-days-of-mayto-thegod-marson-the-offering-day,23
3174,8682,,,,uzie(r),the-month-of-juneon-behalf-ofthe-ancestral-fathersoffering-heresixpigsthe-festival-of-the-godfather-saturnon-the-offeringdayto-be-slaughteredthe-heartsa-quintuple-of-victimsofferinghere,26
3175,8682,,,,turza eschathce nisc,the-noblemagistratesfor-thefestival-priestsa-young-offeringofferingmr-velthurand-withhim-of-himthe-family-alsojustas-heas-a-giftincensethey-haveall-offered-on-the-smoking-altar,27
3176,8682,,,,lachuth {r}lachth turzai(e)s,female-attendants-of-the-funeralcelebrationsspilled-wine-alsolaterspilled--honeyed--winethosetwocupstwocupstwocupslike-he-did-itand-hisfamilylike-he-did-itof-a-giftincense,29
3177,8682,,,,stizai acasri lathiumiai zuslei,-one-of-honeythoseto-beofferedthe-funeral-priest-groupsmoking-offeringsthe-calfthe-,31
3178,8682,,,,parthuni isvei tinunus sethumsal(th)c ilucu perpri tair,in-the-area-of-the-foreignersonthe-offering-dayalwaysofferingof-the-priest-of-the-god-jupiterand-at-the-festival-of-the-godfather-saturna-victimto-beslaughteredthe-underworlddwellers-prieststatelylibationsa-libation,33
3179,8682,,,,natinusn(i)al ilucu ituna,herea-full-moon-sheepof-theentrails-guildas-an-offeringasimilar-oneat-of-the-craftsmensthe-headquartersherefourlibations,35
3180,8682,,,,turza eschathce zale,a-quintuple-offeringofferingthefemale-paternal-relativeoffering-dayon-the-conducted,36
3181,8682,,,,si,fl-------------------------------------------umaui-------------------------------------------nisersi,37
3183,8682,,,,m----------------------------------------------------------------------------------------------------------------l---------,m----------------------------------------------------------------------------------------------------------------l---------,44
3184,8682,,,,ra-----------------------------------------------------------------------------------------------------------------thari--ie,ra-----------------------------------------------------------------------------------------------------------------thari--ie,48
3185,8682,,,,nithi---------------------------------------------------------------------------------------------------------------p,nithi---------------------------------------------------------------------------------------------------------------p,49
3186,8682,,,,zichun----,mthe-family-membersjust-ashe---------------------------------------------------------------------------------wrote,66
3187,8682,,,,zichunce,,67
3188,8686,,,,zalus tantlnas,ofonemugthis-very-one,1B
3192,8699,,,,kae(s),,1
3193,8702,,,,eu,,1B
3200,8767,,,,thani,,1
3201,8770,,,,thanas,,1
3206,8817,,,,ra(mtha),,1
3207,8822,,,,pe apas,myselfmr-tathavesthefathers-of-the-familycreated-didmr-laicansiiemr-nunies,1
3211,8828,,,,pupnas,,1
3212,8831,,,,ap(e),,1
3217,8845,,,,n(umer)i,ms-numeri,1
3220,8861,,,,pu(mpu),mr-pumpu,1A
3223,8881,,,,tular,that-boundaryof-a-boundary,1
3234,8896,,,,alcestei,alcestis,1B
3237,8898,,,,erise,mr-erise,1A
3244,8918,,,,faste,mrs-lurnimr-larissmr-larts-sons-wifemr-larts-sons-sons-wifemrsvatlimismr-fastes,1B
3249,8927,,,,alpan vesias,,1
3252,8937,,,,kaiknas,,1
3253,8939,,,,munata(s),mr-munata,1
3256,8945,,,,ta,thissarcophagusmr-marce,1
3258,8949,,,,cerichunce,,3
3260,8962,,,,la{v}<u>ch<u>m<a>sa(s) mi,,1
3263,8967,,,,arnkupfk mecests,,3
3266,8981,,,,tvrsila,tursila,2
3276,9005,,,,eqvit(i)i,,1
3280,9022,,,,n(um)a,,1
3283,9072,,,,secan mama,ithe-aeneadanmr-titeturnasthis-incisedheadof-a-gorgoneionagorgon,1
3284,9073,,,,mi uinias,,1
3285,9108,,,,at(es),,1
3286,9110,,,,m(arcia)l,ms-marcis,2A
3290,9118,,,,t(e)nial,mr-arezulties-daughtershusband,8
3291,9121,,,,aisasi etan turuke,,1
3302,9169,,,,kap(es),,1
3305,9179,,,,c(a)e thuma mi,memr-caethumaito-mr-marcethumaramlie-,1
3306,9179,,,,t(it)e thuma mi,,2
3308,9182,,,,mi arnth(us) vestraes,imr-arnthvestraethehandsome-mans,1
3309,9183,,,,}<mi> n(umas),,1
3317,9188,,,,acasa,,3
3318,9194,,,,xx,facevaluetwentyunitsortwodrachmas,1A
3321,9200,,,,xx,facevaluetwentyunitsortwodrachmas,1A
3322,9205,,,,mi tharnies,imr-larthiatharniesmsuchulnidid-dedicate,1
3328,9213,,,,vipin(i)al,mrs-vipinis,3
3329,9214,,,,thupltha(s),mr-thuplthas,2H
3330,9217,,,,felei(al),,1
3333,9223,,,,asth,kill,1A
3339,9234,,,,ecanthlaireul,ecanthlaireul,2
3341,9239,,,,turms,,1
3343,9240,,,,mi aliethi f(astias),,1B
3346,9243,,,,tular spu(ral),boundariesof-the-townlawfuland-protected-under-the-divineprotection,1A
3349,9251,,,,caivia,mr-lariscaiviathe-equipmentof-the-tomb,1
3352,9255,,,,larthias,mr-larthialevesmrchaesmrs-velchainis,1
3353,9255,,,,{------}nalu{------},mr-nalu,1B
3354,9255,,,,resucusa,,1C
3360,9262,,,,luchumus,the-king,2
3361,9262,,,,kemenelus,,3
3362,9264,,,,mi puin(i)el,iof-ms-,1
3363,9265,,,,zilc mulvenice,,1
3364,9265,,,,re(nines),,2
3367,9270,,,,velthur,,1
3368,9274,,,,mi,ithe-representationtrueofthe-goddess-artemis,1
3369,9275,,,,vatlmi,the-goddess-vatlmi,1B
3370,9276,,,,alpnas turce aiseras thuflthicla(s) trutvecie(s),,1
3376,9295,,,,mi{ }ni mulvene{ }ke,,1
3377,9298,,,,{s}l(autn)i,mr-kapemr-mukathesdaughters-husbandmrkapesslavegirl,1
3378,9303,,,,vitecatha vivipin(i)al,,1
3379,9309,,,,ac(na){s} priumnes charun,an-offspringof-priamthegodcharon,2
3380,9311,,,,thez(l)i(e),,1
3381,9312,,,,thezl(i)e,,1
3390,9337,,,,ramutha,mr-ramutha,1
3393,9343,,,,mi mulu velchainasi,,1
3397,9371,,,,llasaial,,1
3398,9373,,,,fulnei l(ar)th(us),,1
3400,9380,,,,di,,1
3401,9382,,,,sethre,,2
3402,9388,,,,nachanu,thephysicianmachaon,1A
3403,9388,,,,feltuithe,theherotelephos,1B
3406,9392,,,,turce,,2
3411,9402,,,,eknatna,,1
3412,9403,,,,a{s}<n>f{l}e{lv},,1
3413,9415,,,,xx,,1
3414,9416,,,,nacna,,2
3415,9419,,,,rutilni prnt(i)al,,1
3418,9436,,,,velthurusvnes,of-the-family-of-mr-velthur,2
3419,9437,,,,flunatheu,flunatheu,2
3420,9438,,,,nachruaslat,nachruaslat,3
3422,9445,,,,arinas,,1
3423,9446,,,,arinas larth(i)al papals,of-mr-lartharinamrs-larthisgrandsonmrs-larthisson,1
3424,9449,,,,mi suthi larthial,,1
3425,9471,,,,c(a)e,,1
3427,9474,,,,e(cnatnas),mr-ecnatnas,1B
3428,9474,,,,mi spanti nuzina(s),,2A
3431,9479,,,,mi mulu a(r)n(thu)si,ian-offeringfor-mr-arnthachmaka,1
3432,9479,,,,mlakasi,,1D
3433,9482,,,,atrane,mr-atrane,1A
3438,9504,,,,venelus,ithe-tombof-mr-vel,1
3439,9506,,,,mi suti,,1
3442,9517,,,,ut,,2
3446,9525,,,,larthial,mrs-larthis,2
3450,9530,,,,qvattvorvir,priestmember-of-the-board-offour-men-empoweredthe-lawtospeak,6
3451,9531,,,,iiv------l,of-,4
3454,9535,,,,nuni th(anasa) l(arisasas),ms-nunimr-thanas-sonswifemr-lariss-sons-sons-wife,1
3457,9546,,,,afie ithipe--,afieithipe--the-god-jupiter---------the-goddess-juno--------------------------------------------------------------------------------------------------------------------------------------------------------------------------------,1
3458,9552,,,,a(reuizies),,1
3459,9621,,,,purni,arcali,1
3461,9672,,,,fane l(auchume),mr-larthfanemr-avlesour-chieftain,1A
3463,9677,,,,larzni(e)sa{----},,3
3464,9677,,,,larzni(e)sa{----},mr-larznies-daughters-husband,8
3465,9678,,,,l--------ch,,3
3466,9678,,,,l{--------}(ar)ch(us),,4
3469,9711,,,,larthi sasnati(alisa),,1
3472,9717,,,,viatorsi,,1
3480,9727,,,,th(an)a,mr-thanamrs-vipinismr-venunias,2
3483,9818,,,,kuleniiesi,,1
3484,9820,,,,larza arnth(i)alisa,,1
3496,9857,,,,suthin(a),,1
3497,9876,,,,p(e)sn(as),,1
3501,9885,,,,ch(ae),mr-chae,1A
3502,9886,,,,tular (a)pa(s),,1
3506,9897,,,,ceicnai(al),,1
3509,9908,,,,thania cincunia l(a)ch(us),,1
3511,9914,,,,th(a)n(a) veanei(al) prechus,,1B
3513,9918,,,,ch(amars)i(al),,1B
3514,9929,,,,fuflun(u)zi,,1
3516,9946,,,,cvinai(al),,2
3519,9952,,,,sveitu,mr-sveitu,1
3521,9956,,,,appiu,mr-appiu,1
3523,9957,,,,ce,,2
3526,9969,,,,uch(us),,1
3527,9977,,,,ra(mthas),,1
3532,10006,,,,artumesial,,1
3533,10007,,,,turce murila fercnas,mr-cnevegave--murilamrfercnas--,1
3539,10018,,,,a--------p,,2
3543,10093,,,,n(u),,1
3545,10134,,,,r(am)th(as),,1
3546,10139,,,,fla(ve),,1
3547,10155,,,,m(etelies),mr-marcemr-velmetelies,1
3550,10160,,,,skrvre,,1B
3552,10161,,,,mi apirthe mlach,,1C
3566,10207,,,,malavis,thegoddessreflectionofbeauty,1B
3569,10226,,,,ar(rvns),,1
3571,10237,,,,ch(ae),mr-chae,1A
3572,10241,,,,c(a)e,,1
3574,10243,,,,ka(e),,1
3575,10245,,,,p(uplie),,1B
3581,10271,,,,v(elthuru)s,,1B
3585,10301,,,,n(umerie),mr-numerie,1B
3586,10303,,,,v(el)th(ur)e,,1
3587,10308,,,,acevzfthiklmnpsrstufch,,1
3595,10346,,,,l(a)r(is),,1
3597,10366,,,,a(ul)z(a),,1B
3600,10393,,,,a(rn)th,mr-arnth,1B
3601,10398,,,,ch(aesa),,1B
3602,10399,,,,nethun(u)s,,1C
3603,10403,,,,cu(runas),,1
3619,10441,,,,mi,imr-velveliasmr-fastiavasianas,1
3624,10446,,,,aplu,thegodapollo,1B
3630,10484,,,,k(ae),mr-kae,1B
3636,10513,,,,thania cainiei ar(n)th,mr-thania,1A
3638,10522,,,,s(ethra),mr-sethra,1
3640,10548,,,,ta,mr-tana,1A
3641,10548,,,,ta,,1B
3645,10559,,,,ferin(a)s,,1
3647,10562,,,,s(a)ra,,1
3651,10606,,,,n(umena),,1
3653,10614,,,,t(usn)u,,1A
3654,10626,,,,z(ilath),,1
3662,10667,,,,ze(rapiu),,1
3663,10668,,,,vt,,1
3664,10670,,,,vuuv,,1
3666,10680,,,,tuntle,tyndarus,1B
3669,10686,,,,suthina,,1
3671,10688,,,,alpan,,1D
3681,10733,,,,lapie,,1B
3689,10759,,,,tich(ia)l,,1
3692,10764,,,,echtur(i)al,,1
3693,10766,,,,t(a)la,,1
3694,10767,,,,acevzfthilmnpsrstufch,,1
3697,10774,,,,cazlaniez,,1
3699,10812,,,,splatura,,1
3700,10813,,,,la(rcth)i,ms-larcthi,1B
3701,10815,,,,v(ip)i,,1
3703,10830,,,,favrenies suthina,something-for-the-afterlifeofms-larisimr-favrenies,1A
3704,10838,,,,thanias ceine(i)al suthina,,1A
3708,10857,,,,suthina,mr-thaniamrs-lucinissomething-for-theafterlife,1A
3709,10857,,,,suthina,something-for-the-afterlife,1B
3710,10858,,,,luvcin(i)al,,1B
3714,10871,,,,ra(mtha),under-divine-protection,1A
3720,10873,,,,f(e)rcle,,1D
3722,10875,,,,t{l}<u>rms,,1D
3729,10899,,,,a(rn)th,,2B
3730,10900,,,,lapie,mr-lapie,1A
3733,10902,,,,nestra,,2
3734,10908,,,,cacu,mr-cacu,1B
3746,10935,,,,ac(ilu),mr-acilu,1B
3753,10953,,,,cicuc,,2
3754,10960,,,,f(e)ti,,1
3756,10982,,,,rav(nthu),,1
3764,11003,,,,charu,,2B
3767,11010,,,,ru(fe),,1
3771,11025,,,,musai,a-muse,1B
3772,11025,,,,thesan,,1C
3773,11029,,,,larcesa(s),,2
3775,11033,,,,muras arnth(us),,1
3776,11047,,,,si(na),,1
3777,11048,,,,fe(l),,1
3778,11058,,,,aruthiach,i--did-make--ms-puteresciofthe-hamlet-of-aruthia,1A
3781,11071,,,,{l}<u>thste,,1D
3782,11077,,,,marut(ia)l,,1
3783,11080,,,,z(imna)s,of-mr-zimna,1A
3784,11080,,,,apu,,1B
3791,11093,,,,utiisi,for-ms-utii,1A
3793,11099,,,,apur(th),,1
3801,11114,,,,laran,,1F
3805,11116,,,,thu,one,1A
3806,11116,,,,zal,two,1B
3807,11116,,,,ci,three,1C
3808,11116,,,,sa,,1F
3810,11118,,,,enuna,thenymphoinone,1C
3811,11118,,,,a{p}<t>re,,1D
3820,11155,,,,l(a)l(a)rmic,,2
3822,11156,,,,suthike kavi(e)s vazili(al),,13
3826,11174,,,,f(elca)ch,,1
3834,11189,,,,elinai,helena,3B
3838,11192,,,,merva,thegoddessminerva,1A
3839,11193,,,,(ve)lclthi,,1B
3840,11194,,,,p(etruial),,1
3841,11195,,,,sp(uriesc) v(eliasc),,1
3852,11265,,,,avele,,1
3855,11268,,,,statiest,,1
3856,11271,,,,staties,,1
3860,11311,,,,n(a)chu,,1
3867,11381,,,,p(etru),mr-petru,1B
3877,11424,,,,vu,vu,3
3878,11425,,,,n(umerie),,1
3881,11460,,,,pelfr(a)s,,1
3884,11505,,,,pu(plie),,1
3885,11513,,,,ze(th),,1
3897,11548,,,,n(umer)i,,1
3901,11603,,,,ma(rces),,1
3908,11772,,,,aviles,,1
3911,11797,,,,p(uplie),mr-puplie,1B
3912,11797,,,,p(uplies),mr-puplies,1C
3913,11803,,,,spurinas,,1
3920,11917,,,,p(uples),mr-puples,1A
3924,11956,,,,p(uple),mr-puple,1A
3926,11977,,,,artms(ia)l,,1
3928,11986,,,,v(el) e(cnatnas),,1
3931,11994,,,,ekra,,1
3932,11995,,,,ekra,,1
3933,11996,,,,ekre,,1
3937,12031,,,,faspnas,of-mrfaspna,1A
3939,12038,,,,faspnas,,1
3940,12039,,,,faspnas,,1
3941,12053,,,,faspnas,,1
3942,12056,,,,faspnas,of-mrfaspna,1A
3943,12078,,,,faspnas,,1
3951,12120,,,,pithamnuale,by-mr-pithamnu,2
3955,12140,,,,escharz(i)al,,2
3956,12145,,,,chethas{}a,,1
3957,12146,,,,t--u--cn--ni--------v,t--u--cn--ni--------v,1
3958,12146,,,,------------------apiia--us,,2
3960,12155,,,,velsenalthi,,2
3965,12183,,,,n(umeries),,1
3969,12203,,,,mi lithuna,,2
3972,12223,,,,velthur(i)al,,1
3974,12232,,,,scurnai sethras,ms-scurnaimr-sethraetruscas,1
3977,12242,,,,tetvmvs,mr-tetumus,1
3978,12242,,,,ru{g}<c>ia{u}<v>a,mr-ruciava,3
3979,12242,,,,sasari(e)s,mr-sixs-son,4
3982,12251,,,,------chnix------,------chnix------,1
3984,12257,,,,sethus,,4
3985,12266,,,,t{o}u{}ruce,,12
3986,12266,,,,turuce,did-give,22
3988,12269,,,,(scaritha)r ti (zinace),,2B
3990,12279,,,,ciiithiiis,ms-ziici,1
3993,12291,,,,puplies,,1
3994,12304,,,,veluthrasi,for-mr-velthur,1
3995,12304,,,,mlach,,2
3996,12307,,,,purtheun,porthaon,1A
3997,12307,,,,melacre,meleager,1B
4000,12312,,,,v(e)l(ia) tretin(i)al,,1
4002,12319,,,,a<i>s{i}ur,,4
4003,12322,,,,ta,,1
4006,12326,,,,uuu,,1
4009,12336,,,,zatneial,,4
4012,12350,,,,thun vertunce,,2
4014,12354,,,,celtalv(i)a(i)l,mr-larthaniemr-larthsmrs-celtalviais,1
4015,12354,,,,celtalv(i)a(i)l,,2
4017,12358,,,,z(ilc),the-headman,1B
4018,12364,,,,pulfna,,1
4019,12381,,,,velthur paithina,,1
4022,12384,,,,v(e)le,,3
4023,12388,,,,larthi arnth(us),,1
4025,12397,,,,plavties,mr-plavties,2
4028,12404,,,,l(ar)th,,6L
4029,12406,,,,armni,,1
4030,12407,,,,a(rmni),ms-armni,1A
4032,12411,,,,a(r)m(n)i,,1
4035,12414,,,,ramth(i)al,,1
4036,12416,,,,chur(chles),,1
4038,12423,,,,feisalna,,1
4039,12424,,,,milarthetruscastravilanas,,1
4040,12425,,,,etr(usca),,2
4041,12426,,,,e(truscas),,2
4043,12429,,,,ramthas eferavas,of-mr-ramthacommanderofmercenaries,2
4044,12429,,,,arnthial zichial,of-mrs-arnthiscriberoyal,3
4045,12430,,,,ramathas pesiassch,mr-ramathapesias-familyfoundedhereat-thecemetery,1
4047,12430,,,,ipavesi in aisiuthrice,for-usfordid-send-on-their-wayas-deified-dwellers-belowto-,4
4057,12444,,,,arcsne,,2
4059,12450,,,,u(chu),,1
4060,12453,,,,ch(ae) ch(ae) ch(ae) ch(ae) ch(ae) ch(ae),mr-chaemr-chaemr-chaemr-chaemr-chaemr-chae,2A
4061,12462,,,,ac(natna),,1
4062,12465,,,,milarthial,,1
4064,12470,,,,pumpun(as),of-mr-pumpuna,1
4065,12470,,,,larth(i)al,mrs-larthis,2
4066,12471,,,,av(e)lnas,,1
4067,12473,,,,mener{e}<v>a,thegoddessminerva,1A
4071,12489,,,,crucrin(i)al,,1
4072,12492,,,,ce(sinia),mr-cesinia,1A
4073,12492,,,,p(etrie),,1B
4074,12503,,,,sacnisa,,1
4075,12513,,,,ap(u),mr-apu,1
